Tema,Pergunta
Biosfera,"03. (CN) Chamamos de solo a camada superficial que recobre a litosfera. Essa camada é formada de materiais decompostos de rochas sob a ação combinada das outras três esferas da Terra: atmosfera, hidrosfera e biosfera.



					Com relação à realidade que envolve a formação e os tipos de solos existentes, assinale a opção correta.

					
						 A transformação que a porção superficial da crosta terrestre sofre, resultante da interação com elementos climáticos – água e seres vivos, tanto física (desagregação) como química (decomposição) –, damos o nome de intemperismo.

						As formações dos solos resultam de combinações independentes das condições geológicas, geomorfológicas, climáticas e biológicas. Tais fatores implicam o predomínio de solos arenosos no país.

						A decomposição química exerce pouca influência na formação dos solos ricos em material orgânico, por isso se observa no Sertão nordestino o domínio de solos ricos em materiais dessa natureza, onde a ação das elevadas temperaturas comprovam essa realidade.

						O solo descende diretamente da ""rocha mãe"", o que implica dizer que o mesmo tipo de rocha dá origem sempre ao mesmo tipo de solo, pois as condições físicas, químicas e biológicas, apesar de serem importantes, são secundárias nessa formação.

						O conjunto de sedimentos que surge de uma rocha decomposta torna-se solo mesmo antes da ação dos ditos agentes externos (ar, vento e água), pois o solo, para se formalizar, depende somente da junção de vida microbiana em. sua composição."
Biosfera,"04. (Mackenzie) O solo não é apenas um substrato para o desenvolvimento da biosfera. O solo é um dos determinantes das características da biosfera e é modificado por elas, através dos processos interativos que mantém com os seres vivos. O solo é onde estes estão ancorados e o elo de transferência do alimento e da água para as plantas, fechando o ciclo por onde flui a energia. Os solos se desenvolvem a partir de uma matriz rochosa que, por ação do clima, dos seres vivos e da força da gravidade, se diversifica em muitos tipos. Estes se formam por processos lentos e são agrupados pelos especialistas conforme uma série de atributos genéticos. Essa lentidão é tal que 2,5 cm de solo pode levar de cem a 2 mil anos para se formar.

					CONTI, José B. e FURLAN, Sueli A. Geografia do Brasil, 2000, p. 123.

					Com base nas informações acima e em seus conhecimentos sobre o assunto, assinale a alternativa INCORRETA.

					
						 Uma das preocupações ambientais importantes na atualidade é a velocidade com que perdemos solo pela sua utilização predatória. Estima-se que, por erosão, os mesmos 2,5 cm de solo citados acima são destruídos em menos de dez anos.

						Solos eluviais são aqueles provenientes da desagregação e decomposição das rochas existentes no próprio local de formação; já os solos aluviais são formados em virtude do acúmulo de material transportado pela ação do vento e da água.

						A EMBRAPA – Empresa Brasileira de Pesquisa Agropecuária coordena o SiBCS - Sistema Brasileiro de Classificação de Solos.

						O húmus é o produto da decomposição orgânica responsável pela fertilidade do solo. Uma camada humífera de 30 cm pode levar até cinquenta anos para se desenvolver.

						Próprios de climas quentes e úmidos, os podzóis são solos de baixa fertilidade, devido à escassez de húmus, óxidos de ferro e matéria orgânica em sua composição."
Biosfera,"05. (UECE) “É evidente que o Conservacionismo numa área subdesenvolvida e dotada de elevadas taxas demográficas encontra obstáculos, às vezes, intransponíveis. O próprio grau de dependência funcional, de que são possuidores os constituintes da biosfera, representa empecilho imediato.”

					SOUZA, Marcos José Nogueira de. Subsídios para uma Política Conservacionista dos Recursos Naturais Renováveis do Ceará. p. 81. Terra Livre 5. O Espaço em questão. AGB - Associação dos Geógrafos Brasileiros. Ed. Marco Zero. 1988.



					Considerando o excerto, assinale a única alternativa que apresenta elementos para uma política de conservação da natureza. 

					
						Construção de açudes e adutoras como suporte às atividades industriais e agroindustriais.

						Monitoramento de efluentes, exploração dos solos argilosos e abertura de novas áreas de pastagem.

						Retirada da vegetação ciliar no bioma da caatinga e construção de barragens subterrâneas.

						Manejo dos solos, proteção das áreas de nascentes e controle do desmatamento."
Biosfera,"06. (EBMSP) Durante a década de 90, do século XX, várias reuniões e conferências internacionais foram realizadas com o objetivo de discutir e regulamentar as ações de proteção à biosfera, sobretudo o que diz respeito às questões de biossegurança e às prováveis alterações climáticas provocadas pelo aquecimento atmosférico global, decorrente do efeito estufa artificial.

					BOLIGIAN, Levon; BOLIGIAN, Andressa Turcatel Alves. Geografia: espaço e vivência. São Paulo: Atual, 2004, p. 312.

					Neste contexto, pode-se afirmar:

					
						 A criação do Protocolo de Kyoto, objetivava proibir a exploração de novas reservas de combustíveis fósseis, para diminuir a emissão de gases poluentes na atmosfera.

						Os países periféricos não fazem parte do Protocolo de Kyoto porque eles usam fontes de energia alternativas por serem mais baratas e mais limpas.

						As políticas ambientais de alcance global não têm surtido efeito no âmbito internacional porque o Sistema de Reserva da Biosfera ainda não foi implantado por falta de financiamento.

						No Brasil, a partir da década de 20 do século passado, os movimentos ambientalistas se consolidaram e obrigaram o Governo a implantar uma legislação ambiental.

						A criação das Reservas Ecológicas no Brasil, destina-se à realização de pesquisas aplicadas à proteção do ambiente natural e ao desenvolvimento da educação conservacionista."
Biosfera,"07. (UERN) Os ecossistemas naturais podem ser classificados segundo os biociclos ou modos de vida na biosfera. Reconhecem-se três grandes biociclos: terrestre (epinociclo), de água doce (limnociclo) e de água salgada (talassociclo). Os ecossistemas naturais terrestres de dimensões subcontinentais são também denominados biomas.

					(MAGNOLI, 2000, p. 63).


					As informações do texto e os conhecimentos sobre os biomas da Terra permitem afirmar: 

					
						 Entre os grandes biomas, apenas a tundra e a floresta boreal de coníferas apresentam uma certa unidade espacial.

						As florestas temperadas decíduas localizam-se em altas latitudes e o padrão de temperatura só muda no inverno.

						As formações herbáceas só são encontradas em médias latitudes e sua incidência está associada exclusivamente a fatores pedológicos.

						As florestas pluviais ocorrem em áreas de baixa altitude e elevada amplitude térmica anual, são caducifolias, aciculifoliadas e estratificadas."
Biosfera,"08. (Mackenzie) O solo não é apenas um substrato para o desenvolvimento da biosfera, mas também é um dos determinantes das características da biosfera e é modificado por elas, por meio dos processos interativos, que mantém com os seres vivos.

					ROSS,J. L.S.(Org.) Geografia do Brasil.

					Sobre o tema central a que o texto faz referência, é INCORRETO afirmar que
					
						 os solos, quanto à origem, podem ser eluviais, aluviais e orgânicos, sendo o último diretamente relacionado à ação do clima local sobre o material orgânico de origem animal e vegetal em estado de decomposição. As florestas pluviais oferecem boas condições para esse tipo de solo.

						a fertilidade do solo pode determinar sua vocação agrícola. Em áreas de clima temperado (invernos frios e verões quentes e úmidos) como na Ucrânia e Rússia, o solo Tchernozion surge em decorrência do congelamento de gramíneas que, ao entrarem em estado de decomposição, passam a integrar a sua camada orgânica. Esse processo é mais intensamente ativado durante os verões, permitindo a ocorrência de extensas áreas férteis.

						o solo do tipo Loess (solto), em decorrência da ação eólica, é formado por grânulos finos de argila, quartzo e cálcio. Apresenta uma coloração amarela, é típico de áreas de relevo suave. Demonstra alto grau de fertilidade. É encontrado na Europa e principalmente na China, ao longo do Rio Amarelo.

						os Latossolos, típicos das áreas tropicais, apresentam coloração avermelhada e/ou alaranjada em função da presença em maior ou menor grau de óxidos de ferro. A acidez é uma característica comum a esse tipo de solo. Passou a ser corrigido no Cerrado brasileiro por meio da técnica da calagem.

						o tipo de solo conhecido como Podzol recobre áreas de florestas temperadas caducifólias (sul da Itália e França) com predomínio de clima Mediterrâneo. Esse aspecto oferece maior nível de fertilidade ao seu horizonte “A” mantendo-se arenoso e ácido com grande quantidade de óxidos de ferro e húmus durante todo o ano."
Biosfera,"09. (UFRGS) A água é fundamental para a vida conhecida na Terra, de modo que a busca de planetas habitáveis ou com vida normalmente envolve, entre outros aspectos, a procura pela existência de água.



					 Considere as afirmações abaixo, a respeito da água na biosfera.

					I - A água é decomposta em oxigênio e hidrogênio, através da respiração dos peixes.
					II - A água do mar é inadequada ao consumo humano devido à sua alta pressão osmótica.
					III- Águas quentes possuem maior quantidade dissolvida de gás carbônico.

					Quais estão corretas?

					
						Apenas I.

						Apenas II.

						Apenas III.

						Apenas II e III.

						I, II e III."
Biosfera,"10. (ENEM PPL 2015) A razão principal que leva o capitalismo como sistema a ser tão terrivelmente destrutivo da biosfera é que, na maioria dos casos, os produtores que lucram com a destruição não a registram como um custo de produção, mas sim, precisamente ao contrário, como uma redução no custo. Por exemplo, se um produtor joga lixo em um rio, poluindo suas águas, esse produtor considera que está economizando o custo de outros métodos mais seguros, porém mais caros de dispor do lixo.

					WALLERSTEIN, I. Utopística ou as decisões históricas do século vinte e um. Petrópolis: Vozes, 2003.

					 A pressão dos movimentos socioambientais, na tentativa de reverter a lógica descrita no texto, aponta para a

					
						emergência de um sistema econômico global que secundariza os lucros.

						redução dos custos de tratamento de resíduos pela isenção fiscal das empresas.

						flexibilização do trabalho como estratégia positiva de corte de custos empresariais.

						incorporação de um sistema normativo ambiental no processo de produção industrial.

						minimização do papel do Estado em detrimento das organizações não governamentais."
Chuva Ácida,"01. (ENEM 2011) Em 1872, Robert Angus Smith criou o termo “chuva ácida”, descrevendo precipitações ácidas em Manchester após a Revolução Industrial. Trata-se do acúmulo demasiado de dióxido de carbono e enxofre na atmosfera que, ao reagirem com compostos dessa camada, formam gotículas de chuva ácida e partículas de aerossóis. A chuva ácida não necessariamente ocorre no local poluidor, pois tais poluentes, ao serem lançados na atmosfera, são levados pelos ventos, podendo provocar a reação em regiões distantes. A água de forma pura apresenta pH 7, e, ao contatar agentes poluidores, reage modificando seu pH para 5,6 e até menos que isso, o que provoca reações, deixando consequências.
					Disponível em: http://www.brasilescola.com. Acesso em: 18 maio 2010 (adaptado). 

					O texto aponta para um fenômeno atmosférico causador de graves problemas ao meio ambiente: a chuva ácida (pluviosidade com pH baixo). Esse fenômeno tem como consequência 
					
						 a corrosão de metais, pinturas, monumentos históricos, destruição da cobertura vegetal e acidificação dos lagos.

						a diminuição do aquecimento global, já que esse tipo de chuva retira poluentes da atmosfera.

						a destruição da fauna e flora, e redução dos recursos hídricos, com o assoreamento dos rios.

						as enchentes, que atrapalham a vida do cidadão urbano, corroendo, em curto prazo, automóveis efios de cobre da rede elétrica.

						a degradação da terra nas regiões semiáridas, localizadas, em sua maioria, no Nordeste do nosso país."
Chuva Ácida,"02. (UECE) A química da atmosfera é afetada por ações antropogênicas que aumentam a concentração de poluentes, produzem chuva ácida, destroem a camada de ozônio e causam o aquecimento global. Sobre os ciclos globais e as reações químicas da atmosfera, assinale a afirmação FALSA. 

					
						 A reação genérica, não balanceada, que corresponde à respiração é (CH2O)n + O2 → CO2 + H2O + Energia.

						A fixação do CO2 pelos oceanos se dá através da dissolução do gás na água e por fotossíntese.

						O nitrogênio é essencial à vida, sendo necessário, por exemplo, na constituição das proteínas e do DNA que contém as informações genéticas.

						As principais fontes naturais de emissão do gás dióxido são a queima de combustíveis fósseis e as atividades industriais."
Chuva Ácida,"03. (UFPB) A chuva ácida é um fenômeno causado, sobretudo, por emissões resultantes da queima de combustíveis fósseis. O dióxido de enxofre, lançado no ar por algumas indústrias, e o óxido de nitrogênio, proveniente de diversos combustíveis fósseis e de veículos motorizados, combinam-se com o hidrogênio na atmosfera e transformam-se em ácido sulfúrico e em ácido nítrico.

						Considerando essas informações, é correto afirmar que, no Brasil, o fenômeno das chuvas ácidas é 

					
						 inexistente, pois a matriz energética brasileira é proveniente da energia hidráulica, considerada limpa por não causar danos ambientais.

						irrelevante, pois a maior parte da frota automobilística brasileira é movida a álcool, combustível livre de gases que causam as chuvas ácidas.

						intenso em algumas áreas, principalmente nos polos siderúrgicos, em decorrência da utilização maciça de carvão mineral.

						inexistente, pois o carvão mineral utilizado para geração de energia elétrica é pouco poluente por apresentar baixo teor de gases que provocam as chuvas ácidas.

						intenso nos grandes centros urbanos, em decorrência do aumento expressivo da frota de carros bicombustíveis."
Chuva Ácida,"04. (ENEM) Chuva ácida é o termo utilizado para designar precipitações com valores de pH inferiores a 5,6. As principais substâncias que contribuem para esse processo são os óxidos de nitrogênio e de enxofre provenientes da queima de combustíveis fósseis e, também, de fontes naturais. Os problemas causados pela chuva ácida ultrapassam fronteiras políticas regionais e nacionais. A amplitude geográfica dos efeitos da chuva ácida está relacionada principalmente com 

					
						 a circulação atmosférica e a quantidade de fontes emissoras de óxidos de nitrogênio e de enxofre.
						a quantidade de fontes emissoras de óxidos de nitrogênio e de enxofre e a rede hidrográfica.
						a topografia do local das fontes emissoras de óxidos de nitrogênio e de enxofre e o nível dos lençóis freáticos.
						a quantidade de fontes emissoras de óxidos de nitrogênio e de enxofre e o nível dos lençóis freáticos.
						a rede hidrográfica e a circulação atmosférica."
Chuva Ácida,"05. (IFSudMinas) Leia a charge que se segue:


						


						Sobre chuvas ácidas, é INCORRETO afirmar:
					

					
						 As chuvas ácidas podem causar graves problemas, pois resultam da elevação anormal dos níveis de acidez da atmosfera.

						O aumento dos níveis de poluentes, lançados na atmosfera, tem contribuído, significativamente, para a intensificação do problema.

						Os impactos negativos das chuvas ácidas são observados somente nas áreas em que se tem grande índice de poluição do ar, não havendo registros de ocorrência em áreas distantes das fontes poluidoras.

						Os principais impactos das chuvas ácidas são a corrosão de metais e monumentos históricos, e a acidificação das águas e dos solos.

						No Brasil, esse fenômeno ocorre de forma mais significativa na região metropolitana de São Paulo, onde a atividade industrial é mais intensa."
Chuva Ácida,"06. (PUC-RS) Especialistas observam que, nas últimas décadas, obras de arte expostas em praças públicas na Itália estão sofrendo um acentuado desgaste. É mais provável que essa situação esteja relacionada 

					
						 à ação de visitantes despreparados para a contemplação das obras de arte.

						ao fenômeno El Niño, que aumenta a concentração de chuvas no verão.

						às ondas de frio que têm assolado o continente nos últimos invernos.

						ao aquecimento global.

						às chuvas ácidas."
Chuva Ácida,"07. (ENEM) Um dos problemas ambientais decorrentes da industrialização é a poluição atmosférica. Chaminés altas lançam ao ar, dentre outros materiais, o dióxido de enxofre (SO2), que pode ser transportado por muitos quilômetros em poucos dias. Dessa forma, podem ocorrer precipitações ácidas em regiões distantes, causando vários danos ao meio ambiente (chuva ácida).

						Um dos danos ao meio ambiente diz respeito à corrosão de certos materiais. Considere as seguintes obras:

						I. monumento Itamarati – Brasília (mármore).

						II. esculturas de Aleijadinho – MG (pedra sabão, contém carbonato de cálcio).

						III. grades de ferro ou alumínio de edifícios.

						A ação da chuva ácida pode acontecer em: 

					
						 I apenas

						I e II apenas

						I e III apenas

						II e III apenas

						I, II, e III"
Chuva Ácida,"08. (UEL) Os graves problemas ambientais provocados pelas chuvas ácidas, bem como seus diversos impactos sobre as cidades e o meio rural, têm levado a intensos debates sobre como amenizá-los. Com base nos conhecimentos sobre o tema, é correto afirmar: 

					
						Para os produtores de verduras e legumes dos chamados cinturões verdes, próximos aos grandes centros urbanos, a precipitação de chuva ácida é benéfica, pois, ao infiltrar no solo, desencadeia reações químicas que aumentam a sua fertilidade natural.
						A poluição atmosférica, da qual decorre a chuva ácida, segundo a Legislação Ambiental brasileira, é um problema cuja territorialidade se circunscreve às grandes regiões metropolitanas do país.
						O Protocolo de Kyoto, ao instituir o mercado de carbono, solucionou o problema das chuvas ácidas.
						Devido ao protocolo de Kyoto, a redução da utilização de combustíveis fósseis nos EUA permitiu a supressão dos impactos das chuvas ácidas sobre a agricultura de países vizinhos.
						As chuvas ácidas afetam a produção agrícola, pois reduzem a absorção de importantes nutrientes do solo, como o cálcio, o magnésio e o potássio, pelas raízes, enfraquecendo as plantas e sujeitando-as a pragas e doenças."
Chuva Ácida,"09. (UDESC) Quando os derivados de petróleo e o carvão mineral são utilizados como combustíveis, a queima do enxofre produz dióxido de enxofre. As reações de dióxido de enxofre na atmosfera podem originar a chuva ácida.
						Sobre a chuva ácida, escolha a alternativa incorreta. 

					
						 O trióxido de enxofre reage com a água presente na atmosfera produzindo o ácido sulfúrico, que é um ácido forte.
						SO2 reage com o oxigênio e se transforma lentamente em trióxido de enxofre. Essa reação é acelerada pela presença de poeira na atmosfera.
						A chuva ácida é responsável pela corrosão do mármore, do ferro e de outros materiais utilizados em monumentos e construções.
						Tanto o dióxido quanto o trióxido de enxofre são óxidos básicos
						Na atmosfera, o SO2 reage com o oxigênio e se transforma lentamente em trióxido de enxofre (SO3)."
Chuva Ácida,"10. (IMEPAC) A chuva ácida é formada a partir de componentes do ar com alguns tipos de compostos ocasionalmente emitidos para a atmosfera, formando ácidos que se precipitam em forma de chuva. As principais substâncias que contribuem para esse processo são os óxidos de nitrogênio e de enxofre provenientes da queima de combustíveis fósseis e também de fontes naturais.

						Os efeitos da chuva ácida NÃO se relacionam com 

					
						 os liquens que reagem à ação dos gases ácidos tornando-se incapazes de fechar seus estômatos, pois não têm tecidos protetores como as plantas superiores.
						a agricultura intensiva, onde circula grande quantidade de herbicidas que atingem raízes de plantas matando-as por meio de água das chuvas fortes que penetram no solo.
						a circulação atmosférica e a quantidade de fontes emissoras de óxidos de nitrogênio e de enxofre que se precipitam perto e longe das fontes emissoras.
						com a inversão térmica causada pelo acúmulo de dióxido de carbono resultante da dispersão dos poluentes para as regiões mais altas da atmosfera."
Hidrosfera,"01. (Unit-SE) O conjunto de toda a água do planeta recebe o nome de hidrosfera. Sua origem foi bem singela: começou como mero vapor de água. Há cerca de 4 bilhões de anos, quando nosso planeta era uma nuvem quente de poeira e gás, a água encontravase misturada a outros gases, no estado de vapor. À medida que o planeta foi esfriando, esse vapor foi se condensando e, sob a forma de chuva, precipitando-se sobre a superfície. Dessa longa e caudalosa tempestade, formaram-se os oceanos, mares e o conjunto das “águas continentais”, composto de rios, lagos, lençóis subterrâneos, geleiras e neves eternas. Juntas, as águas continentais e oceânicas, que compõem a hidrosfera, têm um volume aproximado de 1, 4 bilhão de quilômetros cúbicos. (A TERRA..., 2012, p. 46).

					Tendo-se em vista o texto e os conhecimentos sobre as águas oceânicas e continentais e sua importância econômica, é correto afirmar: 
					
						 A biodiversidade presente nos oceanos e mares, em particular, nas regiões costeiras — nos manguezais, pântanos, lagoas, estuários — que concentram grande parte de fauna marinha, é intocada, a exemplo do Brasil, pois são áreas de preservação permanente.

						Os avanços tecnológicos da industrialização, da agropecuária e da produção de energia elétrica, acompanhados da moderna urbanização e do crescimento acelerado do IDH, em todo o mundo, seguem o decréscimo dos níveis de poluição, com descargas de detritos, esgotos, infiltração de produtos químicos nos solos, resíduos industriais, dentre outros.

						Os sais são elementos característicos das águas do mar e entre eles predomina o cloreto de sódio ou sal de cozinha, embora existam outros, em menores quantidades.

						A salinidade marinha apresenta grandes contrastes, como o mar Báltico e o Negro, que são ricos em sais, enquanto o mar Vermelho e o mar Morto incluem-se entre os menos salinos.

						As correntes marinhas influenciam a vida na Terra de várias formas, a exemplo da corrente quente de Humboldt, que aquece a costa oeste da América do Sul."
Hidrosfera,"02. (UESB) Cerca de 70% da superfície terrestre encontra-se coberta por água (a hidrosfera), que compreende os oceanos, os mares e as águas continentais (rios, lagos e geleiras). A maior parte dessa água, porém, é salgada, sendo menos de 3% de água doce, concentrada principalmente em geleiras (nos polos e nas neves eternas das montanhas), restando menos de 1% de águas superficiais para atividades humanas.

					(LUCCI, 2006, p.539).

					Com base no texto e nos conhecimentos sobre a água na superfície terrestre, como as águas continentais, os oceanos e os mares, marque V nas alternativas verdadeiras e F, nas falsas.

					( ) A salinidade nas águas marinhas varia de um local para outro, devido à temperatura, à evaporação, às chuvas e ao desaguamento dos rios.

					( ) O ciclo da água é contínuo, incluindo a transpiração, a evaporação, a condensação, a precipitação, o escoamento e a infiltração.

					( ) As geleiras constituem um reservatório de, aproximadamente, 70% da água doce do planeta, formadas pelo acúmulo de neve, no decorrer de milhares de anos.

					( ) A bacia do São Francisco, em algumas de suas barragens, como de Três Marias, Itaparica e Sobradinho, sofreu queda de nível, com as secas que, recentemente, abalaram as regiões Nordeste e Sudeste.

					A alternativa que indica a sequência correta, de cima para baixo, é a

					
						 V F V F

						F V F V

						F F V V

						V V F F

						V V V F"
Hidrosfera,"03. (PUC-MG) O ciclo hidrológico é a circulação contínua da água entre a terra, o mar e a atmosfera. Nesse ciclo, inclui-se a água potável, essencial à vida. Entre os condicionantes e as interferências da existência de água potável no planeta, é incorreto afirmar que: 

					
						 A água potável é cada vez mais escassa no globo, em razão do uso crescente para irrigação, atividade industrial e abastecimento urbano;

						As águas subterrâneas constituem os lençóis que alimentam os cursos d’água, impedindo o escoamento superficial;

						A contaminação da água por substâncias tóxicas, como resíduos industriais ou agrotóxicos, agrava o quadro de escassez de água continental na superfície;

						A emissão de resíduos poluentes é prejudicial à capacidade de regeneração da água, interferindo no controle de qualidade ambiental."
Hidrosfera,"04. (UEFS) A hidrosfera é a parte da superfície terrestre coberta pelas águas oceânicas e continentais. Ela engloba oceanos, mares, rios, lagos, lençóis subterrâneos, geleiras e neves eternas. A hidrosfera da Terra tem um volume aproximado de 1, 4 bilhão de km³, e estima-se que 97,5% das águas sejam salgadas, pertencendo a mares e oceanos. (A HIDROSFERA... 2013. p. 192).

					Com base no texto e nos conhecimentos sobre a água na Terra, pode-se afirmar: 

					
						 O mar de Aral, localizado entre a Europa e a Ásia, é uma importante reserva de água doce, em razão dos volumosos deságues proporcionados pelos rios Amu Daria e Sir Daria.
						As geleiras ou glaciares são fontes de água doce que se acumulam nas regiões polares e nas altas montanhas.
						O oceano Atlântico, situado entre as terras da América, Europa, Ásia e África, é o maior e mais importante dos oceanos.
						Os aquíferos freáticos caracterizam-se pelas águas armazenadas em profundidade, “presas” por camadas de rochas impermeáveis.
						A corrente marítima Sul Equatorial se forma na altura do arquipélago de Cabo Verde, dividindo-se em duas, ao encontrar o extremo norte do Brasil."
Hidrosfera,"05. (UDESC) Sobre a hidrosfera, pode-se afirmar:

					I - No planeta Terra a água é encontrada naturalmente nos três estados: líquida, sólida e gasosa.

					II - A água do mar só é salgada porque, após a solidificação da litosfera, e com o estabelecimento do ciclo da água, a ação do intemperismo desagregou e decompôs as rochas, dando origem a sais minerais. Estes eram levados para os mares e oceanos por diversos agentes erosivos. Assim, os mares e oceanos foram-se tornando salinos.

					III - As águas se concentram mais no hemisfério Sul do que no hemisfério Norte.

					IV - As marés são movimentos de lenta subida e descida das águas dos oceanos e mares; podem ser observadas no decorrer de um dia e são provocadas pela força de atração da Lua e do Sol.

					Assinale a alternativa correta 

					
						 Somente as afirmativas II e IV são verdadeiras.

						Somente as afirmativas I, II e III são verdadeiras.

						Somente a afirmativa IV é verdadeira.

						Somente as afirmativas I e III são verdadeiras.

						Todas as afirmativas são verdadeiras."
Hidrosfera,"06. (UPE) “Há na superfície oceânica uma corrente que transporta águas quentes e salinas para o nordeste do Atlântico. O calor que ela libera para a atmosfera aquece a Europa ocidental, constituindo fundamental importância para o andamento do tempo naquele continente. Perdendo calor, a água se esfria, mistura-se com as águas mais frias de origem ártica e se torna tão densa que acaba afundando...”
					Esse texto está se referindo à 

					
						 Contracorrente Sul-Equatorial.
						Corrente Kuro Sivo.
						Corrente “El Niño Atlântico”.
						Corrente do Golfo.
						Corrente Quente do Brasil."
Hidrosfera,"07. (UEFS) “Abarcando quase a totalidade da hidrosfera terrestre, os mares e oceanos dominam a paisagem do nosso planeta”.

					Com base nos conhecimentos acerca de oceanos, dos mares e do relevo submarino, pode-se afirmar:

					
						 A Corrente Circumpolar Antártica é a mais veloz das correntes oceânicas, percorre o continente de oeste para leste, na faixa próxima à latitude 60º sul e é uma das maiores correntes marítimas da Terra.
						As fossas oceânicas são formações que estão relacionadas à atuação dos movimentos das águas oceânicas, responsáveis pela escavação do relevo submarino.
						Os mares abertos apresentam anomalias nas características de suas águas, porque os canais de ligação entre esses mares e os oceanos apresentam sempre pouca largura e profundidade.
						A plataforma continental constitui uma superfície irregular, devido ao predomínio do trabalho de abrasão marinha.
						O oceano Atlântico, o mais extenso e tropical dos oceanos e o de maior fluxo comercial, apresenta um relevo pouco acidentado."
Hidrosfera,"08. (UFRGS) Assinale a alternativa que preenche corretamente as lacunas do enunciado a seguir, na ordem em que aparecem.
					A urbanização promove alterações no ciclo hidrológico, por reduzir a infiltração no solo. O volume de água que deixa de infiltrar permanece na superfície, _____________ o escoamento superficial. As vazões máximas ____________. Com a redução da infiltração, ___________o nível do lençol freático. 

					
						 aumentando – aumentam – diminui.
						aumentando – aumentam – aumenta.
						diminuindo – diminuem – diminui.
						diminuindo – aumentam – diminui.
						aumentando – diminuem – aumenta."
Hidrosfera,"09. (FUVEST) Grandes lagos artificiais de barragens, como o Nasser, no Rio Nilo, o Three Gorges, na China, e o de Itaipu, no Brasil, resultantes do represamento de rios, estão entre as obras de engenharia espalhadas pelo mundo, com importantes efeitos socioambientais. Acerca dos efeitos socioambientais de grandes lagos de barragens, considere as afirmações abaixo.
					I. Enquanto no passado, grandes lagos de barragem restringiam-se a áreas de planície, atualmente, graças a progressos tecnológicos, situam-se, invariavelmente, em regiões planálticas, com significativos desníveis topográficos.
					II. A abertura das comportas que represam as águas dos lagos de barragens impede a ocorrência de processos de sedimentação, assim como provoca grandes enchentes a montante.
					III. Frequentes desalojamentos de pessoas para a implantação de lagos de barragens levaram ao surgimento, no Brasil, do Movimento dos Atingidos por Barragens – MAB.
					IV. Por se constituírem como extensos e, muitas vezes, profundos reservatórios de água, grandes lagos de barragens provocam alterações microclimáticas nas suas proximidades.
					Está correto o que se afirma em 

					
						I e II, apenas.
						I, II e III, apenas.
						II, III e IV, apenas.
						III e IV, apenas.
						I, II, III e IV."
Hidrosfera,"10. (MACK) Na costa pacífica sul-americana, observamos países, como o Peru, que possuem uma economia fortemente influenciada por intensa piscosidade. Isso se deve à riqueza de nutrientes encontrados no litoral, especialmente o plâncton, que se prolifera por meio do fenômeno da ressurgência. Escolha abaixo a alternativa que revele a corrente marítima que, nessa região, é responsável pelo fenômeno citado. 

					
						 Corrente do Golfo do México.
						Corrente do Pacífico Norte.
						Corrente de Humboldt.
						Corrente de Falklands.
						Corrente do Pacífico Sul."
Ilha de Calor,01. ()
Ilha de Calor,02. ()
Ilha de Calor,03. ()
Ilha de Calor,04. ()
Ilha de Calor,05. ()
Ilha de Calor,06. ()
Ilha de Calor,07. ()
Ilha de Calor,08. ()
Ilha de Calor,09. ()
Ilha de Calor,10. ()
Inversão Térmica,01. ()
Inversão Térmica,02. ()
Inversão Térmica,03. ()
Inversão Térmica,04. ()
Inversão Térmica,05. ()
Inversão Térmica,06. ()
Inversão Térmica,07. ()
Inversão Térmica,08. ()
Inversão Térmica,09. ()
Inversão Térmica,10. ()
Litosfera,"01. (Fuvest) A Litosfera é fragmentada em placas que deslizam, convergem e se separam umas em relação às outras à medida que se movimentam sobre a Astenosfera. Essa dinâmica compõe a Tectônica de Placas, reconhecida inicialmente pelo cientista alemão Alfred Wegener, que elaborou a teoria da Deriva Continental no início do século XX, tal como demonstrado a seguir. 


					

					As bases da teoria de Wegener seguiram inúmeras evidências deixadas na superfície dos continentes ao longo do tempo geológico. Considerando as figuras e seus conhecimentos, indique o fator básico que influenciou o raciocínio de Wegener. 
					
						 As repartições internas atuais dos continentes no Hemisfério Norte.

						A continuidade dos sistemas fluviais entre América e África.

						As ligações atuais entre os continentes no Hemisfério Sul.

						A semelhança entre os contornos da costa sul‐americana e africana.

						A distribuição das águas constituindo um só oceano."
Litosfera,"02. (EBMSP) Nem a crosta continental nem a oceânica são estáticas. Apesar da aparente estabilidade e rigidez, a litosfera é dotada de dinamismo e alimentada por forças endógenas.


					A litosfera caracteriza-se por 
					
						 funcionar como piso do estrato geográfico, onde são encontrados os recursos naturais.

						apresentar composição física homogênea e composição química heterogênea.

						possuir a mesma espessura tanto na porção terrestre quanto na oceânica.

						apresentar uma estruturação uniforme devido à formação geológica antiga.

						ser composta, na porção oceânica, por rochas predominantemente vulcânicas."
